1/3/2012,27.46030537,27.46030537
1/4/2012,26.94777194,26.94777194
1/5/2012,27.28057972,27.28057972
1/6/2012,26.98113145,26.98113145
1/7/2012,26.56908894,26.56908894
1/8/2012,27.31842391,Missing_1
1/9/2012,27.25961809,27.25961809
1/10/2012,27.30624034,27.30624034
1/11/2012,27.11358572,27.11358572
1/12/2012,26.91037266,26.91037266
1/13/2012,27.05034989,27.05034989
1/14/2012,27.2444008,27.2444008
1/15/2012,26.90760383,26.90760383
1/16/2012,27.21935586,27.21935586
1/17/2012,27.29730354,27.29730354
1/18/2012,27.30218796,27.30218796
1/19/2012,27.37971627,27.37971627
1/20/2012,27.29315725,27.29315725
1/21/2012,27.30139425,27.30139425
1/22/2012,27.18287253,Missing_2
1/23/2012,27.04519953,27.04519953
1/24/2012,27.47920022,27.47920022
1/25/2012,27.29380909,27.29380909
1/26/2012,27.15914667,27.15914667
1/27/2012,27.41549064,27.41549064
1/28/2012,27.48544016,27.48544016
1/29/2012,27.43551778,27.43551778
1/30/2012,27.12934365,27.12934365
1/31/2012,27.51796918,27.51796918
2/1/2012,27.18869391,27.18869391
2/2/2012,27.4539215,27.4539215
2/3/2012,27.19090831,27.19090831
2/4/2012,27.28574323,27.28574323
2/5/2012,27.20157019,27.20157019
2/6/2012,27.4681551,27.4681551
2/7/2012,27.15007891,27.15007891
2/8/2012,27.11721101,27.11721101
2/9/2012,27.08221067,27.08221067
2/10/2012,27.0543709,27.0543709
2/11/2012,27.02189238,Missing_3
2/12/2012,26.97138196,26.97138196
2/13/2012,26.99674668,26.99674668
2/14/2012,26.84967848,26.84967848
2/15/2012,26.77261264,26.77261264
2/16/2012,26.95959509,26.95959509
2/17/2012,27.01921259,27.01921259
2/18/2012,27.09950786,27.09950786
2/19/2012,26.89963512,26.89963512
2/20/2012,27.03837847,27.03837847
2/21/2012,26.90026747,26.90026747
2/22/2012,27.10469541,27.10469541
2/23/2012,27.15657355,27.15657355
2/24/2012,26.94918991,26.94918991
2/25/2012,26.95496297,26.95496297
2/26/2012,26.797967,26.797967
2/27/2012,26.78074372,26.78074372
2/28/2012,26.7319143,26.7319143
2/29/2012,26.95790824,26.95790824
3/1/2012,26.60155876,26.60155876
3/2/2012,26.59874253,26.59874253
3/3/2012,26.5635293,26.5635293
3/4/2012,26.82200594,26.82200594
3/5/2012,26.91640907,26.91640907
3/6/2012,26.67741096,26.67741096
3/7/2012,26.72087776,26.72087776
3/8/2012,26.50354985,26.50354985
3/9/2012,26.70291863,26.70291863
3/10/2012,26.467162,26.467162
3/11/2012,26.56940882,26.56940882
3/12/2012,26.37994577,Missing_4
3/13/2012,26.28746677,26.28746677
3/14/2012,26.51114233,26.51114233
3/15/2012,26.24165314,26.24165314
3/16/2012,26.26794512,26.26794512
3/17/2012,26.3587723,26.3587723
3/18/2012,26.40466342,26.40466342
3/19/2012,26.22455143,26.22455143
3/20/2012,26.17968793,26.17968793
3/21/2012,26.35062584,26.35062584
3/22/2012,26.08472023,26.08472023
3/23/2012,26.16526544,26.16526544
3/24/2012,26.21355236,26.21355236
